review,sentiment,review_clean,review_length,predicted_sentiment
"One of the things that I like about PT Anderson, is that he has the guts to take talent that most people push to the side or have pushed to the side and makes them stars. Case in point, a washed-up... Burt Reynolds delivers a great performance in this film. And if proving Adam Sander can be a great actor (Punch Drunk Love) wasn't enough... here comes Mark Whalburg... like you've never seen before.<br /><br />I think many people pass up ""Boogie Nights"" cause they are anti-porn, or just flat out hate the adult industry and can't overlook that aspect of this film. But underneath that is a great story about characters losing everything and battle to regain themselves. There is a beautiful film... and it's too bad that enough people see that.",positive,one of the things that i like about pt anderson is that he has the guts to take talent that most people push to the side or have pushed to the side and makes them stars case in point a washedup burt reynolds delivers a great performance in this film and if proving adam sander can be a great actor punch drunk love wasnt enough here comes mark whalburg like youve never seen beforei think many people pass up boogie nights cause they are antiporn or just flat out hate the adult industry and cant overlook that aspect of this film but underneath that is a great story about characters losing everything and battle to regain themselves there is a beautiful film and its too bad that enough people see that,131,"Positive

The sentiment of the text is positive. The author expresses admiration for director Paul Thomas Anderson, praising his ability to bring out the best in often-overlooked talent, such as Burt Reynolds and Adam Sandler. They also laud Mark Wahlberg's performance in ""Boogie Nights,"" calling it exceptional. Despite acknowledging that some might avoid the film due to its portrayal of the adult industry, the author asserts that the film contains a ""great story about characters losing everything and battling to regain themselves,"" and concludes by expressing regret that more people don't see this ""beautiful film."""
"Philip. K. Dickian movie. And a decent one for that matter. Better than the Paycheck (Woo) and that abomination called Minority Report (Spielberg). But lets face it, the twisting and cheesing ending was a bit too much for me. Half way through the movie I already started to fear about such kind of ending, and I was regrettably right. But that does not mean that the film is not worth its time. No, not at all. First half (as already many here have commented) is awesome. There are some parts where you start to doubt whether the director intended to convey the message that showmanship is highly important thing in the future (we will do such kind on corny sf things because we CAN) or is it simply over combining. But the paranoia is there and feeling ""out of joint"" also. Good one.",negative,philip k dickian movie and a decent one for that matter better than the paycheck woo and that abomination called minority report spielberg but lets face it the twisting and cheesing ending was a bit too much for me half way through the movie i already started to fear about such kind of ending and i was regrettably right but that does not mean that the film is not worth its time no not at all first half as already many here have commented is awesome there are some parts where you start to doubt whether the director intended to convey the message that showmanship is highly important thing in the future we will do such kind on corny sf things because we can or is it simply over combining but the paranoia is there and feeling out of joint also good one,143,"The sentiment of this text is Mixed. The reviewer expresses positive sentiments towards the movie, calling it ""decent"" and ""better than Paycheck and Minority Report"". They also appreciate the first half of the movie, praising the paranoia and feeling of being out of joint. However, they express negative sentiments about the twisting and cheesy ending, stating they feared this kind of ending and were right to do so. They also mention some confusion about the director's intentions with certain science fiction elements."
"Dirty Dancing one of my MOST favorite movies. I've only watched it two times on ABC because I haven't had the chance to buy it or rent it from Blockbuster. I had no idea Jennifer Grey was 27 at the time she made the movie, because she was very convincing as a teenager. Compared to some women in Hollywood she has a very flat chest, which is why I was fooled so easily about her age. So both physically and emotionally, Grey pulls off playing a teen very well. I also loved the dancing--who WOULDN'T? Both times I've watched Dirty Dancing, I keep wanting to look up dance classes. I also love the soundtrack, and I do recognize some of the songs from when I was eight or nine. I would LOVE to be able to watch this in my drama class, and I'm going to ask my teacher at some point if there's any part of the movie he can use for educational purposes. It's much better than the stuff he made us watch last year. And the ending was absolutely FANTASTIC. That's one of the best moments in the film.<br /><br />I can't believe I'm looking forward to the first day back to school because of Dirty Dancing! Who could ask for a better influence from a movie with that sort of title?",positive,dirty dancing one of my most favorite movies ive only watched it two times on abc because i havent had the chance to buy it or rent it from blockbuster i had no idea jennifer grey was  at the time she made the movie because she was very convincing as a teenager compared to some women in hollywood she has a very flat chest which is why i was fooled so easily about her age so both physically and emotionally grey pulls off playing a teen very well i also loved the dancingwho wouldnt both times ive watched dirty dancing i keep wanting to look up dance classes i also love the soundtrack and i do recognize some of the songs from when i was eight or nine i would love to be able to watch this in my drama class and im going to ask my teacher at some point if theres any part of the movie he can use for educational purposes its much better than the stuff he made us watch last year and the ending was absolutely fantastic thats one of the best moments in the filmi cant believe im looking forward to the first day back to school because of dirty dancing who could ask for a better influence from a movie with that sort of title,222,"The sentiment of this text is Positive. The user expresses admiration for ""Dirty Dancing"", praising the performances, especially Jennifer Grey's portrayal of a teenager, the dancing, the soundtrack, and the film's overall impact. They also express a desire to learn more about it, such as taking dance classes and using it in a school setting. The user's enthusiasm and positive comments indicate a favorable sentiment towards the movie."
"i think that this film is brilliant.there are many reasons why but these are some of them 1)the good acting by Tom and Tyler 2) brilliant machine gun scene that was a piece of brilliance 3) i thought that the ending was a good twist because i never expected that at the end all credit to Sam Mendes.as well as a these 3 points the film form of the film is good as well. i am a film student at college and we studied this film in great detail and it was one of the best films i have seen in many years. i'd just like to say a big thank you to all of the people involved in making this film. lastly i would like to say the best scene in the film is the machine gun scene where John Rooney gets kill it is just pure brilliance in shooting the scene in silence until John Rooney says "" i'm glad it's you"" it is a lot better like that i think because the viewer creates there own sound and that sound is totally different for every viewer just brilliant.<br /><br />thank you for reading this comment written by Ross Kirk aged 16",positive,i think that this film is brilliantthere are many reasons why but these are some of them the good acting by tom and tyler  brilliant machine gun scene that was a piece of brilliance  i thought that the ending was a good twist because i never expected that at the end all credit to sam mendesas well as a these  points the film form of the film is good as well i am a film student at college and we studied this film in great detail and it was one of the best films i have seen in many years id just like to say a big thank you to all of the people involved in making this film lastly i would like to say the best scene in the film is the machine gun scene where john rooney gets kill it is just pure brilliance in shooting the scene in silence until john rooney says  im glad its you it is a lot better like that i think because the viewer creates there own sound and that sound is totally different for every viewer just brilliantthank you for reading this comment written by ross kirk aged,197,"Positive

The sentiment of the text is overwhelmingly positive. The reviewer expresses admiration for various aspects of the film, including the acting, the machine gun scene, the plot twist, the film's form, and the direction of Sam Mendes. They also mention that it's one of the best films they've seen in many years and specifically highlight the machine gun scene as a standout moment. The overall tone is enthusiastic and approving, indicating a positive sentiment towards the film."
"This movie was a long build-up with no climax. People whom refer to the swordfight in the end as great must either be out of their minds, or have none. Way too often this movie got soft. I am not saying that soft movies are bad. But no matter how fond you are of sugar it should have no space on a T-bone steak. This movie was supposed to be about vengeance for crimes committed against a culture, but it ended up being a petty bar-brawl. And there was only one of them who actually knew what a sword was; Tim Roth's character (and yes, he plays him well). Rob Roy was a weak ""hero"" with no knowledge of how to use a sword, and the way he ""won"" was a disgrace. As a drama this movie had it's periods, but the best performance in it has to go the nature of Scotland. This is one tad breath short of being termed as ""soap"" in my book.",negative,this movie was a long buildup with no climax people whom refer to the swordfight in the end as great must either be out of their minds or have none way too often this movie got soft i am not saying that soft movies are bad but no matter how fond you are of sugar it should have no space on a tbone steak this movie was supposed to be about vengeance for crimes committed against a culture but it ended up being a petty barbrawl and there was only one of them who actually knew what a sword was tim roths character and yes he plays him well rob roy was a weak hero with no knowledge of how to use a sword and the way he won was a disgrace as a drama this movie had its periods but the best performance in it has to go the nature of scotland this is one tad breath short of being termed as soap in my book,167,"Negative. The sentiment of this text is overwhelmingly negative. The reviewer expresses disappointment with the movie's lack of climax, the portrayal of sword fights, the weakness of the main character, and the overall disappointment in the movie's portrayal of vengeance and sword-fighting. They also compare the movie unfavorably to a ""tbone steak"" and describe it as a ""petty barbrawl"", indicating a strong disapproval."
"I've watched this film a few times and I never really liked it. I'm not a fan so termed ""nu horror"", so I can't be dismissed on that account. I found it a little sleazy, I think the thing that irks me about Hammers is the sexploitation aspect, not sex mind you, but Sexploitation. I'm surprised at how many people have rated this film so highly, so I'll have another look at it. But for me, it wasn't creepy, it had no atmosphere, just a bit of ""omigod, look at those bad/stupid London prostitute women and that little innocent Anna about to get raped by yet another nasty man, ooherh!"" I suppose ultimately for me, the film had no depth whatsoever, just a bunch of nasty priggish men and women only there for the titillation value. This no doubt was to some degree what Victorian England was like, but the sets are even too clunky and dull impart a sense of Victorian menace. Roger Corman's horrors on the other hand, now that's style, atmosphere and elegant horror. For me, this was just exploitative, flat footed trash.",negative,ive watched this film a few times and i never really liked it im not a fan so termed nu horror so i cant be dismissed on that account i found it a little sleazy i think the thing that irks me about hammers is the sexploitation aspect not sex mind you but sexploitation im surprised at how many people have rated this film so highly so ill have another look at it but for me it wasnt creepy it had no atmosphere just a bit of omigod look at those badstupid london prostitute women and that little innocent anna about to get raped by yet another nasty man ooherh i suppose ultimately for me the film had no depth whatsoever just a bunch of nasty priggish men and women only there for the titillation value this no doubt was to some degree what victorian england was like but the sets are even too clunky and dull impart a sense of victorian menace roger cormans horrors on the other hand now thats style atmosphere and elegant horror for me this was just exploitative flat footed trash,186,"Negative

The sentiment of the text is negative. The user expresses dislike for the film, describing it as ""sleazy,"" ""exploitative,"" and ""flat-footed trash."" They criticize the lack of atmosphere, depth, and the overemphasis on sexploitation, dismissing it as merely titillating. They also compare it unfavorably to Roger Corman's horrors, praising those as having style, atmosphere, and elegance. The user's repeated use of negative descriptors and their overall tone indicate a strong disapproval of the film."
"When I first saw this I thought it was a joke. All I could think was ""You get the 8MM camera, I'll get my little brother's monster toys, we'll make a movie!"" Why would anyone in a modern time like 2001 make a sci-fi movie like this, it looks like it was made in the early 80's. With actors that are as wooden as a cigar store indian, a script that was written by the director's 4-year-old son, a camera that was stolen from a burning pawn shop, poverty-row special effects, and to top it off, a director that thought making this crap would make them famous. The end result wasn't spectacular, complete with scrappy dialogue and continuity. From Venus must have been fun to make and I'm sure everyone involved had a blast with their silly little movie.<br /><br />A 2 out of 10 for a valiant, hopeless effort.<br /><br />",negative,when i first saw this i thought it was a joke all i could think was you get the mm camera ill get my little brothers monster toys well make a movie why would anyone in a modern time like  make a scifi movie like this it looks like it was made in the early s with actors that are as wooden as a cigar store indian a script that was written by the directors yearold son a camera that was stolen from a burning pawn shop povertyrow special effects and to top it off a director that thought making this crap would make them famous the end result wasnt spectacular complete with scrappy dialogue and continuity from venus must have been fun to make and im sure everyone involved had a blast with their silly little moviea  out of  for a valiant hopeless effort,145,"The sentiment of this text is Negative. The reviewer expresses strong disapproval and criticism towards the movie, using negative descriptors such as ""joke,"" ""wooden,"" ""poverty-row special effects,"" ""crap,"" ""scrappy dialogue,"" and ""hopeless effort."" They do not express any positive aspects of the movie, only highlighting its flaws."
"This movie certainly proves, that also the good Americans can do terribly good propaganda. No questions being asked, no comments being made on power abuse or police terror, when James Stewart, solid and convincing as always, solves all the stories from Dillinger to 5th Column more or less singlehandedly. June Allyson as his regular love interest holds up the family values and E.J. Hoover is executive producer.And children or non guilty bystanders are never harmed, when the professionals execute. Not to speak of civil rights, which are never broken or homes, which are never intruded. And if the FBI service would not be enough, Steward also gives his son's life for the country in WW II. Perfectly made, if you wouldn't know better....",negative,this movie certainly proves that also the good americans can do terribly good propaganda no questions being asked no comments being made on power abuse or police terror when james stewart solid and convincing as always solves all the stories from dillinger to th column more or less singlehandedly june allyson as his regular love interest holds up the family values and ej hoover is executive producerand children or non guilty bystanders are never harmed when the professionals execute not to speak of civil rights which are never broken or homes which are never intruded and if the fbi service would not be enough steward also gives his sons life for the country in ww ii perfectly made if you wouldnt know better,123,"The sentiment of the text can be classified as Positive. The reviewer seems to be praising the movie, particularly the performance of James Stewart, the portrayal of family values, and the absence of harm to innocent bystanders or violations of civil rights. The reviewer also appreciates the involvement of E.J. Hoover as executive producer and Stewart's service in WWII. The overall tone is admiring and favorable, indicating a positive sentiment."
"Although at first glance this movie looks like the story of your parent's high school life (and many people will try to tell you that this movie is WAY outdated)... and I admit that that was MY first impression.... but honestly,the 'lessons' that are learned by the heroes/heroines are def. NOT outdated. Who doesn't want to be famous? And who doesn't want do be accepted my their peers? And the homosexual guy-isn't there a whole controversy today about gay marriage, blah, blah? This movie, though released in the 80's still addresses some of the biggest issues in today's world. This movie does have a little too much profanity and nudity for my taste, though. (thus the 8/10 rating)",positive,although at first glance this movie looks like the story of your parents high school life and many people will try to tell you that this movie is way outdated and i admit that that was my first impression but honestlythe lessons that are learned by the heroesheroines are def not outdated who doesnt want to be famous and who doesnt want do be accepted my their peers and the homosexual guyisnt there a whole controversy today about gay marriage blah blah this movie though released in the s still addresses some of the biggest issues in todays world this movie does have a little too much profanity and nudity for my taste though thus the  rating,117,"Mixed. The sentiment of the text is mixed. While the reviewer acknowledges the movie's outdated appearance and initial impression, they also appreciate the timeless themes it addresses, such as the desire for fame and acceptance, and the relevance of the homosexual character's storyline in the context of today's societal debates about gay marriage. However, the reviewer also expresses discomfort with the movie's excessive profanity and nudity, which contributes to the mixed sentiment."
"I've heard a few comments, particularly from prisoners of war, that CHANGI is not historically accurate, and that it is disappointing. Perhaps it is for those who actually had to live through this stuff, and much worse. But for the rest of us, who really have no idea of how prisoners were treated by the Japanese during World War II, CHANGI is a remarkable introduction. But CHANGI isn't a war documentary - if it had have been, then the historical accuracy aspect would have been paramount. It is a miniseries drama, with fictional characters and fictional situations (though based loosely on actual events I've heard and read about) - and at the centre of the story is the ideal of mateship. This group of young Australian soldiers, taken prisoner by the Japanese and held in appalling conditions for years, became mates through adversity and the strength of their friendships continued throughout their lives after the war. It is also a cultural study of the differences between the Japanese of the time and the western world, with its music, games and entertainment: in part 5, when it is becoming clear that Japan will lose the war after Germany has surrendered in Europe, the Japanese prison camp colonel insists that his country must study the culture of their prisoners - in order to defeat a people, one must defeat their culture - and to do this, one must understand it. All in all, Australia continues its rich tradition of producing exceptional television miniseries, and is an unrivalled world leader in this regard: vyeing for the AFI Award with CHANGI is MY BROTHER JACK, the adaptation of George Johnston's novel, and also a worthy winner. Miniseries in recent years include DAY OF THE ROSES (the story of the investigation into the Glanville train crash), KINGS IN GRASS CASTLES (the adaptation of Mary Durack's historical account of her pioneering ancestors), KANGAROO PALACE (about a group of friends from a country town in Australia who travel to London and change and grow apart), and the (somewhat disappointing) adaptation of Bryce Courtenay's powerful novel, THE POTATO FACTORY. Less recently: Nancy Cato's sweeping saga of life on the Murray - ALL THE RIVERS RUN; Cusack & James' brilliant novel about postwar life in Sydney - COME IN SPINNER; Colleen McCullough's outstanding pioneering saga - THE THORN BIRDS; THE RIVER KINGS; Ruth Park's novel THE HARP IN THE SOUTH; BODYLINE; EUREKA STOCKADE; ANZACS; etc..., etc... (Of course, there have been some not-so-good productions - for instance, MOBY DICK, DO OR DIE, ON THE BEACH, THORN BIRDS: THE MISSING YEARS; etc...) Generally, though, if an Australian miniseries comes your way, make sure you see it - and this goes double for CHANGI, a superbly directed masterpiece. Rating: 9/10.",positive,ive heard a few comments particularly from prisoners of war that changi is not historically accurate and that it is disappointing perhaps it is for those who actually had to live through this stuff and much worse but for the rest of us who really have no idea of how prisoners were treated by the japanese during world war ii changi is a remarkable introduction but changi isnt a war documentary  if it had have been then the historical accuracy aspect would have been paramount it is a miniseries drama with fictional characters and fictional situations though based loosely on actual events ive heard and read about  and at the centre of the story is the ideal of mateship this group of young australian soldiers taken prisoner by the japanese and held in appalling conditions for years became mates through adversity and the strength of their friendships continued throughout their lives after the war it is also a cultural study of the differences between the japanese of the time and the western world with its music games and entertainment in part  when it is becoming clear that japan will lose the war after germany has surrendered in europe the japanese prison camp colonel insists that his country must study the culture of their prisoners  in order to defeat a people one must defeat their culture  and to do this one must understand it all in all australia continues its rich tradition of producing exceptional television miniseries and is an unrivalled world leader in this regard vyeing for the afi award with changi is my brother jack the adaptation of george johnstons novel and also a worthy winner miniseries in recent years include day of the roses the story of the investigation into the glanville train crash kings in grass castles the adaptation of mary duracks historical account of her pioneering ancestors kangaroo palace about a group of friends from a country town in australia who travel to london and change and grow apart and the somewhat disappointing adaptation of bryce courtenays powerful novel the potato factory less recently nancy catos sweeping saga of life on the murray  all the rivers run cusack  james brilliant novel about postwar life in sydney  come in spinner colleen mcculloughs outstanding pioneering saga  the thorn birds the river kings ruth parks novel the harp in the south bodyline eureka stockade anzacs etc etc of course there have been some notsogood productions  for instance moby dick do or die on the beach thorn birds the missing years etc generally though if an australian miniseries comes your way make sure you see it  and this goes double for changi a superbly directed masterpiece rating,447,"The sentiment of this text is Positive. The reviewer expresses admiration for the miniseries ""Changi,"" praising its portrayal of mateship, cultural study, and its contribution to Australia's rich tradition of producing exceptional television miniseries. Despite acknowledging some historical inaccuracies, the reviewer emphasizes that ""Changi"" is a drama with fictional elements, and that its value lies in its storytelling and character development. The reviewer also compares it favorably to other notable Australian miniseries, concluding with a strong recommendation to watch it."
"""The Man in the White Suit"" is another feather in the cap of expert Scottish director Alexander Mackendrick (Whisky Galore!, Sweet Smell of Success). The star of the film is Alec Guinness (whose comedies include Kind Hearts and Coronets and The Lavender Hill Mob). Guiness brings his usual class to the film, and makes it much more than a typical comedy.<br /><br />In fact, the comedy isn't entirely overt. By the end of the picture, it's nearly become a complete drama. It's the sort of Ealing studio comedy that is calculated not to produce laughter, but a sense of general amusement, like the best British comedy of the time.<br /><br />The whole idea of the suit isn't very original, but the way it is executed is. The film is highly original, and recommended to any fan of Guiness or Britsh comedy.<br /><br />7.6 out of 10",positive,the man in the white suit is another feather in the cap of expert scottish director alexander mackendrick whisky galore sweet smell of success the star of the film is alec guinness whose comedies include kind hearts and coronets and the lavender hill mob guiness brings his usual class to the film and makes it much more than a typical comedyin fact the comedy isnt entirely overt by the end of the picture its nearly become a complete drama its the sort of ealing studio comedy that is calculated not to produce laughter but a sense of general amusement like the best british comedy of the timethe whole idea of the suit isnt very original but the way it is executed is the film is highly original and recommended to any fan of guiness or britsh comedy out of,139,"Positive

The sentiment of the text is positive. The reviewer expresses admiration for the film ""The Man in the White Suit,"" directed by Alexander Mackendrick, and praises Alec Guinness's performance. The reviewer describes the film as ""highly original"" and recommends it to fans of Guinness and British comedy. Despite noting that the central concept of the suit isn't original, the overall tone of the text is appreciative and favorable."
"i am very disappointed with this movie because i like these french actors and i liked ""Buffet Froid"" from this Director (bertrand blier) but the script of ""Les Acteurs"" is VERY POOR. why these actors they agreed to play this poor scenario.",negative,i am very disappointed with this movie because i like these french actors and i liked buffet froid from this director bertrand blier but the script of les acteurs is very poor why these actors they agreed to play this poor scenario,42,"Negative. The sentiment of the text is negative. The user expresses disappointment with the movie, criticizes the script as poor, and questions why the actors agreed to play in it."
"Yes, Lifetime has a habit of making the male species look stupid. And this soap opera ain't kidding when they make Perry King, supposedly a well renowned medical doctor, unable to see the evil surrounding him. Puts your trust in doctors, huh? How can anyone not see what's going on? Is he that stupid? And the evil wife, with a face like a horse, goes around killing off his entire family without a trace. How does she acquire all the drugs? That isn't explained. How does she get off being a secretary in a hospital without any credentials? I guess the director, Don FauntLeRoy asks us to just believe it. I didn't. I kept yelling at the screen at the stupidity of King with all right in front of his face. If the wife was that attractive, maybe, just maybe, I'd accept it. But she's not even that. Shannon Sturges is the perfect wife and I tell you she has the face of a horse. I wouldn't cross the street for her, yet our perfect husband does and quickly. After everybody in the cast get knocked off, I wasn't satisfied with the come up pence given to our villainess. She deserved more than she got. William Moses plays the doctor's brother who unfortunately you know his outcome from day one. Pleasure to at least see one pretty face in this clinker. That of Lesley Anne Down. She gives the film a 2 count just on the relief of seeing someone fetching in this mess. Perry King deserved his fate. What a jerk.",negative,yes lifetime has a habit of making the male species look stupid and this soap opera aint kidding when they make perry king supposedly a well renowned medical doctor unable to see the evil surrounding him puts your trust in doctors huh how can anyone not see whats going on is he that stupid and the evil wife with a face like a horse goes around killing off his entire family without a trace how does she acquire all the drugs that isnt explained how does she get off being a secretary in a hospital without any credentials i guess the director don fauntleroy asks us to just believe it i didnt i kept yelling at the screen at the stupidity of king with all right in front of his face if the wife was that attractive maybe just maybe id accept it but shes not even that shannon sturges is the perfect wife and i tell you she has the face of a horse i wouldnt cross the street for her yet our perfect husband does and quickly after everybody in the cast get knocked off i wasnt satisfied with the come up pence given to our villainess she deserved more than she got william moses plays the doctors brother who unfortunately you know his outcome from day one pleasure to at least see one pretty face in this clinker that of lesley anne down she gives the film a  count just on the relief of seeing someone fetching in this mess perry king deserved his fate what a jerk,261,"The sentiment of this text is Negative. The user expresses strong dissatisfaction with the portrayal of characters and plot in a soap opera, criticizing the male lead's stupidity, the wife's appearance, the lack of explanation for certain plot points, and the predictability of certain character outcomes. The overall tone is one of disdain and disappointment."
"""Quit while your ahead"" is a phrase they never learn. Typical Hollywood sequel scenario: if the first film was only shocking, the second wasn't, expect the third to be the worst thing to hit the screen this year. Even worse are the prequels, events of which were already explained in detail. If you haven't seen to first two films you will not like this one. It's like starting to watch Lord of the rings or Star Wars with the last trilogy movie. So ""stand alone"" this film is not.<br /><br />Remember in the first movie about Lucians revenge? Remember the second about the long lost savage brother? Well if you saw those two 5 min moments and paste them together you would get a 5 min prequel. But the creators ether thought these 5 min were vital historical events or just wanted to give a job to some actors, cast and crew and maybe make some money in the process. ""I have a loot of money, I make movies for a living and I'm bored. What will I do? I know! I'll make a movie."" So anyway you get this 5 min prequel and you stretch it for 90 min  that's this movie. And you know what will happen to the main ""immortal"" characters, so there is little suspense. By the way, all the drama of the movie is in those 5 min. The only thing that made my eyebrow rise was mom killing in the begging of the movie. Sick. The rest was Braveheart remix. If you want a comedy, see Braveheart first then this movie.<br /><br />Now I'm going to rant a bit  the movie put me in the mood. Who invented the concept of ""vampire vs. werewolf"" in the first place? It's older than I am and got old just as fast. And why do vampires look like Goth girls in heat, while werewolves look like psycho bears? Hiding bad films behind cleavage fails. Isn't it about time we got some sane slimmer werewolves with an upright posture? How can their unchangeable werewolves even breed if they rip everybody into shreds? And why with all their powers the vampires didn't rule the world? Blaa, blaa, blaa What a waste.",negative,quit while your ahead is a phrase they never learn typical hollywood sequel scenario if the first film was only shocking the second wasnt expect the third to be the worst thing to hit the screen this year even worse are the prequels events of which were already explained in detail if you havent seen to first two films you will not like this one its like starting to watch lord of the rings or star wars with the last trilogy movie so stand alone this film is notremember in the first movie about lucians revenge remember the second about the long lost savage brother well if you saw those two  min moments and paste them together you would get a  min prequel but the creators ether thought these  min were vital historical events or just wanted to give a job to some actors cast and crew and maybe make some money in the process i have a loot of money i make movies for a living and im bored what will i do i know ill make a movie so anyway you get this  min prequel and you stretch it for  min  thats this movie and you know what will happen to the main immortal characters so there is little suspense by the way all the drama of the movie is in those  min the only thing that made my eyebrow rise was mom killing in the begging of the movie sick the rest was braveheart remix if you want a comedy see braveheart first then this movienow im going to rant a bit  the movie put me in the mood who invented the concept of vampire vs werewolf in the first place its older than i am and got old just as fast and why do vampires look like goth girls in heat while werewolves look like psycho bears hiding bad films behind cleavage fails isnt it about time we got some sane slimmer werewolves with an upright posture how can their unchangeable werewolves even breed if they rip everybody into shreds and why with all their powers the vampires didnt rule the world blaa blaa blaa what a waste,362,"Negative

The sentiment of the text is negative. The reviewer expresses dissatisfaction with the movie, describing it as ""the worst thing to hit the screen this year,"" a ""min prequel"" stretched out to full-length, and a ""Braveheart remix."" They criticize the plot, character development, and the overall quality of the film, particularly the vampire and werewolf portrayals. The reviewer also mentions being bored and disappointed, which further emphasizes the negative sentiment."
"Checking Out will be released Friday September 15th, 2006. through the AMC theater chain starting in New York City. Times Square, 66th and 3rd Ave, West 84th Street. This film has been one from the heart, for the heart. Mark Lane, Jon Karas,Richard Marcus, Jeff Hare, Dana Harrloe,Matt Jensen Ed Abrams, Nick Pike, Peter Falk, Laura San Giacomo, David Paymer, Judge Reinhold, all the cast and crew knew from day one that this film was something special. The need to comfort the elderly is intended, the closeness of family is more apparent now then ever. I would recommend this film to all ages and races. This story rings the truth to anyone with or without family.",positive,checking out will be released friday september th  through the amc theater chain starting in new york city times square th and rd ave west th street this film has been one from the heart for the heart mark lane jon karasrichard marcus jeff hare dana harrloematt jensen ed abrams nick pike peter falk laura san giacomo david paymer judge reinhold all the cast and crew knew from day one that this film was something special the need to comfort the elderly is intended the closeness of family is more apparent now then ever i would recommend this film to all ages and races this story rings the truth to anyone with or without family,115,"Positive. The sentiment of the text is overwhelmingly positive. The author expresses admiration for the film ""Checking Out,"" praising its heartfelt nature and the dedication of the cast and crew. They recommend it to all ages and races, indicating universal appeal. The overall tone is appreciative and favorable, with no negative comments or criticisms present."
"This is an interesting treatment of a subject that is quite controversial, (just read the other comments on this film). Apparently, you either love it or hate it and it seems most people make that distinction based on whether they believe the tribulation and end times will happen as portrayed in the movie.<br /><br />Basically, the film - and its sequels - were made for about $1.30 each. The production values are right down there with ""Plan 9 From Outer Space"" and the acting is about on the same level as ""Glen or Glenda"", (my apologies to Ed Wood). Putting aside the religious message, the story is as scary as they come. Add in even the slightest thought that the story might actually be close to something that might happen in the future and it becomes even scarier.<br /><br />This movie, and its sequels, didn't try to bring in the reasons why the tribulation happened when it did. ""Left Behind"" and ""The Omega Code"" tried to get in everything ""Thief"" did and to explain all the politics and maneuvering in the Middle East leading up to it. The net effect was ""Thief"" did a much better job on the scary part of movie, instead of spreading itself too thin trying to explain what was happening in the Middle East at the same time. <br /><br />Forget the politics and watch this movie, and its sequels, for what they are - horror stories. That they may be horror stories told, indirectly, by God makes them just that much more frightening. If it makes you think about the subject, it has done its job - even if you never believe.",negative,this is an interesting treatment of a subject that is quite controversial just read the other comments on this film apparently you either love it or hate it and it seems most people make that distinction based on whether they believe the tribulation and end times will happen as portrayed in the moviebasically the film  and its sequels  were made for about  each the production values are right down there with plan  from outer space and the acting is about on the same level as glen or glenda my apologies to ed wood putting aside the religious message the story is as scary as they come add in even the slightest thought that the story might actually be close to something that might happen in the future and it becomes even scarierthis movie and its sequels didnt try to bring in the reasons why the tribulation happened when it did left behind and the omega code tried to get in everything thief did and to explain all the politics and maneuvering in the middle east leading up to it the net effect was thief did a much better job on the scary part of movie instead of spreading itself too thin trying to explain what was happening in the middle east at the same time forget the politics and watch this movie and its sequels for what they are  horror stories that they may be horror stories told indirectly by god makes them just that much more frightening if it makes you think about the subject it has done its job  even if you never believe,266,"The sentiment of this text is Mixed. 

While the reviewer acknowledges the film's interesting treatment of a controversial subject and its effectiveness in creating a scary atmosphere, they also express criticism about its production quality, acting, and the lack of explanation for the events depicted in the film. They compare it unfavorably to other films and note the religious message, which might not appeal to everyone. Despite the criticism, the reviewer does seem to appreciate the film's ability to provoke thought and fear, indicating a mixed sentiment."
